id;text;formality_2_categories;formality_3_categories
349;Dzień dobry, rozpocząłem analizę i będę informował o postępach. Myślę, że do poniedziałku powinno się udać to wyjaśnić/wyprostować lub ustalić co należy dodać aby szczegółowa oferta się wyświetlała. Z wyrazami szacunku, Jan Kowalski.;1;2
350;Skontaktowaliśmy się w tej sprawie z p. Świniarskim, czekamy na informacje od niego. Może to trochę potrwać. Agnieszka.;0;1
351;Proszę o udzielenie wsparcia – zgłoszenie opisuje dwie kwestie: listy nazwisk oraz protokoły. Ja nie mam dostępu do systemu. Marta.;0;1
352;Dzień dobry, już pojawiła się opcja generowania protokołu jednak wyskakuje błąd podczas generowania raportu. Z poważaniem, Magdalena Nowak.;1;2
353;Niestety nie mamy wpływu na to jak szybko bramka SMS wysyła przesłane do niej SMSy. Raz jest to wolniej raz szybciej. My tylko wysyłamy i mamy potwierdzenie, ze został przyjęty. Nie było nie dostarczonych SMSów. Pozdrawiam, Michał Nowak.;1;1
354;"Problem rozwiązany, proszę spróbować usunąć listę ""do zera"" i na czysto założyć poszczególne pozycje. Pozdrawiam, Anna.";1;1
355;Dzień dobry, wzorem ostatniego głosowania pozwolę sobie do Pani zadzwonić, gdy już będzie potrzeba uruchomienia głosowania. Z uszanowaniem, Mateusz Nowak.;1;2
356;Nie mam ikonki z tarczą przy adresie www. Problem występuje nadal, ale nie jest stały! od czasu do czasu klawisze się pojawiają!;0;1
357;Dzień dobry! A jak mogę nabyć te uprawnienia? To ja prowadziłam ten dział i ja jestem kierownikiem tego działu. W jaki sposób mogę nabyć uprawnienia? Z wyrazami szacunku, Marek Nowak.;1;1
358;Jeżeli będzie potrzeba wydrukowania innego protokołu to proszę dać znać. Przestawimy odpowiednie opcje w systemie. Z wyrazami szacunku, Stefan Kowalski.;1;1
359;Proszę o podpowiedź, co zaznaczyć w ostatnim polu, jeśli skrzynka będzie na potrzeby przesyłania skanów w domenie XXX. Zamiast nazwy użytkownika podajemy funkcję, tj. np. multimedia? Wniosek musi nam podpisać Pan Dyrektor? Pozdrawiam, Anna Kowalska.;1;1
360;Nie może Pan zaakceptować ponieważ nie jest znana Pana dyscyplina lub dyscypliny. Informacje te są wprowadzane do systemu na podstawie przekazywanych danych od P. Jana Kowalskiego. Proszę brak dyscypliny zgłosić do niego. Pozdrawiam, Jakub Nowak.;1;2
361;Krzysiek, czy coś jeszcze możemy zrobić? Czy zamykamy temat i tyle? Kasia.;0;2
362;Przypadek szczególny, do omówienia z programistami. Do realizacji na przyszłość. Wpisałem do planu. Grzesiek.;0;0
363;Dzień dobry, Prosiłbym o doprecyzowanie z jakiego powodu nie może Pani wprowadzić danych, ewentualnie jaki błąd pokazuje się przy próbie ich wystawienia. Pozdrawiam, Andrzej Kowalski.;1;2
364;Dzień dobry, Proszę zgłosić do dyrekcji prośbę o podmianę danych osoby w kartach w tym dziale. Operacja potwierdzenia powinna się następnie już zakończyć poprawnie. Z wyrazami szacunku, Kamil Nowak.;1;2
365;Poprawka została wprowadzona wczoraj wieczorem, bardzo proszę o sprawdzenie czy to wyeliminowało problem. Pozdrawiam, Joanna Kowalska.;0;0
366;Pani prosi o bezpośrednią konsultację – ma wątpliwości jakie rozwiązanie wybrać i co w ogóle jest możliwe. Janek.;0;0
367;Dzień dobry, Bardzo proszę o test dla Pana Nowaka, poprawka została wdrożona. Jeśli chodzi o Panią Kowalską, to brakuje jej uprawnień do zgłaszania wniosków. Z wyrazami szacunku, Marek Polski.;1;1
368;My admini nie mamy nic wspólnego z pisaniem strony i nie możemy Pani pomóc. Michał chyba jest jeszcze tylko do końca września, nie wiem jakie ustalenia z Panią poczynił w przedmiotowej sprawie. Pozdrawiam, Marek Nowak.;0;1
369;Nie mogę sprawdzić na produkcyjnej bazie bo zapytania do bazy są wydłużone i przekraczają 1 minutę. Sprawa musi poczekać. Grzesiek.;0;0
370;Proszę określić dokładnie co budzi Pana wątpliwości. Na ten moment mamy za mało szczegółów. Pozdrawiam, Anna Nowak.;1;1
371;Dzień dobry, kiedy mogę spodziewać się jakichś decyzji lub kroków w mojej sprawie? Z poważaniem Przemysław Nowak.;1;1
372;Ad 1, Potrzebuję informację jaki idzie kod błędu, ponieważ na wersji testowej działa poprawnie podpisywanie. Ad 2. Brak uprawnień kierownika. Marek.;0;1
373;Dzień dobry. Osoba o podanym imieniu i nazwisko jest wprowadzona w kadrach dwa razy. Proszę zgłosić się tam w celu wyjaśnienia sprawy. To pilne. Z wyrazami szacunku, Magdalena Nowak.;1;1
374;Dzień dobry, bardzo proszę moje zgłoszenie potraktować jako potwierdzenie korzystania z konta pani Kowlaskiej z prawem do systemu dokumentów. Pozdrawiam Maciej Nowak.;1;2
375;Wg mnie to system źle odczytuje dane bo jak wejdę do jednostki to nie mam ikonki kosza przy wartości osiągnięć. Uprawnienia są nadane. Ogólnie to na jego koncie nie widziałem na żadnym jednsotce takich przycisków. Pozdrawiam, Stanisław Kowalski.;0;0
376;Andrzej wprowadzisz telefon, czy mam informować samodzielnej rejestracji? Rafał jest superadminem w jednostce. Pozdrawiam Magdalena.;0;1
377;Dostałem informację, że mojego nr telefonu nie ma w bazie. Wysyłałem go kiedy pojawił się komunikat w tej sprawie. Podaję jeszcze raz XXX XXX XXX. Pozdrawiam, JK.;0;0
378;Błąd wynika z braku numeru telefonu w bazie. Proszę o sprawdzenie czy numer telefonu widnieje w zakładce szczegółów użytkownika i ewentualne dopisanie go. Pozdrawiam, AB.;0;1
379;Temat do bazodanowców, informacja ze zrzutu jest z bazy danych. Kto pomoże? Kasia.;0;0
380;Żadne sztuczki nie pomagają. Nie mogę wygenerować protokołu. Jestem w kropce. Pomocy. Pozdrawiam, Marcin Kowalski.;0;1
381;Oczywiście ma Pan taką możliwość. W tym celu musi się Pan pofatygować do działu obsługi a tam już wszystko objaśnią. ;0;0
382;Dziękuję za informację. Adres 'z ręki' oczywiście znałem. Chodziło mi o dostęp w formie, która po modyfikacji działa jak dla starego systemu. Pozdrawiam Michał Nowak.;0;0
383;Przepraszam, gdzieś mi umknęła poprzednia wiadomość. Postaram się jutro skontaktować. Z wyrazami szacunku, Radosław Kowalski.;1;1
384;Dzień dobry. Lista uczestników w projekcie, o którym Pan wspomniał powinna już ładować się prawidłowo. Proszę o sprawdzenie. Pozdrawiam Stefan Kowalski.;1;2
385;Proszę o ponowne sprawdzenie możliwości weryfikacji, a w wypadku dalszych problemów o doprecyzowanie użytkownika, dla którego występuje problem. Pozdrawiam ;1;2
386;Co ma piernik do wiatraka? Grzesoek nic nie wie takiego co pozwoli rozwiązać problem. Ania.;0;0
387;Proszę się wylogować. Nie mam możliwości wejścia na Pana konto, a bez tego nie mam jak pomóc. Pozdrawiam, Mateusz Nowak.;1;2
388;Panie Adamie, poproszę o uzupełnienie adresów mailowych i telefonów kontaktowych do osób z listy. Dziękuję. Katarzyna.;0;0
389;Niestety to nic nie daje. Co ciekawe, nie można przesłać odpowiednich danych nawet ręcznie. Bije głową w mur. Pozdrawiam Marcin Kowalski.;0;1
390;Dzień dobry. Baza numerów telefonów została zaktualizowana. Proszę o sprawdzenie czy problem jest rozwiązany. Pozdrawiam Karolina Nowak.;1;2
391;Algorytmy były zmieniane i testowane od czasu zgłoszenia wielokrotnie. Jeżeli problem nadal występuje - proszę o ponowne otwarcie zgłoszenia. Z wyrazami szacunku Michał Kowalski.;1;2
392;Dziękujemy za uwagę. Poprawimy w następnej wersji ale już po wakacjach. Zespół programistów. ;1;1
393;A pula była już zwiększana i dalej nie działa. W nieskończoność będziemy się bawić z tym tematem. Agnieszka.;1;2
394;Proszę zainstlowac sobie klienta i synchronizować pliki na komputerze. To jedyne rozwiązanie. Pozdrawiam, JK.;0;1
395;To chyba nie ma żadnego związku z pulą smsów. Prośba o wsparcie. Pozdrawiam AB.;0;0
396;Dziękuję za zwrócenie uwagi na interfejs. Co do konieczności podpisu to proszę się zwrócić z pytaniem do Panów z samej góry. Z poważaniem, Stefan Nowak.;1;2
397;Koleżanka dzisiaj powiedziała, że formularz jest aktywny i będę mogła z niego skorzystać. Ale jeżeli jest inaczej, to przepraszam. Pozdrawiam Anna Nowak.;0;1
398;Problem był związany z wczorajszymi problemami z widokiem zwracającym użytkowników. Teraz już nie będzie się powtarzał. Pozdrawiam, Stefan Kowalski.;1;2
399;Prośba o wsparcie. Podajcie chociaż info czy i kiedy się tym zajmiecie. Pozdrawiam, Marta.;0;0
400;Dzień dobry. Tak można zarezerwować platformę do wykonania testów w dniach 20 i 21 września. Podczas spotkania może być maksymalnie 4 prezenterów i 4 kamery. Pozdrawiam, Mateusz Kowalski.;0;0
401;Na serwerze produkcyjnym powinna już być możliwość podpisania dokumentów. Proszę o test. Stanisław.;0;1
402;Dzień dobry, kategoria została dodana. Może Pan już złożyć wnioski w tych kategoriach. Pozdrawiam, Karolina Nowak.;1;1
403;No i oczywiście czy mogę tymczasowo wpisać te informacje, z tym, że to nic nie da... Pozdrawiam, Kuba.;0;1
404;Trwają prace nad poprawieniem tego błędu w wersji webowej. Będziemy informować na bieżąco. Z wyrazami szacunku Stefan Kowalski.;1;1
405;"Próbowałem się zalogować ale konto cały czas było w ""użyciu"". Być może sytuacja już się zmieniła, ale nie miałem czasu sprawdzić. Pozdrawiam, Krzysztof Nowak.";1;1
406;Niestety wygląd zależy od rozdzielczości, wysokości czcionek, rodzaju przeglądarki i w końcu od SO. Ogólnie pracujemy nad tym.  Pozdrawiam, Andrzej Kowalski, zespół programistów.;1;2
407;Taka funkcjonalność nie była oprogramowana. Weźmiemy po uwagę przy rozwijaniu systemu, ale nie jest to prosta sprawa. Pozdrawiam, Marcin Nowak.;1;2
408;Sprawdzimy czy na Pański nr były jakieś niedostarczone SMSy. Jeśli tak, to prześlemy ponownie. Z wyrazami szacunku Jan Kowalski.;1;2
409;Panowie, to jak jest teraz? Powinien działać, czy nie? Zakładam, że już działa. Grzesiek.;0;0
410;Lista użytkowników jest wielokrotnie zduplikowana. Michał pracuje nad likwidacją duplikatów. Kasia.;0;0
411;Teraz jeszcze doczytałem, głosowanie będzie 1 - tylko to z numerem 1, Głosowanie 2 pojawi się dopiero na spotkaniu fizycznym. Pozdrawiam, Stanisław Kowalski.;0;1
412;Osób głosujących będzie 7, jedna z osób w komisji jest bez prawa głosu. To trochę komplikuje sprawę. Pozdrawiam, Katarzyna Nowak.;0;1
413;"Zmapowano dostęp do zasobu jako dysk sieciowy z wykorzystaniem poświadczeń konta  domenowego ""xxxx.xxxx"". Temat zamknięty. Pozdrawiam, Janek.";0;1
414;To jest chyba inna sytuacja niż ta, z którą mieliśmy wcześniej do czynienia? Proszę o wsparcie. Marcin;0;1
415;Przekazuję do Stefana. Stefan to jest w miarę nowa kategoria zagadnienia, musisz zerknąć co ogranicza listę u was ewentualnie daj mi info do tego przypadku, żebym też wiedział. Andrzej.;1;2
416;SQL zwraca listę użytkowników, koledzy z XXX zerknijcie co powoduje błąd. Atrybuty w dalszym etapie stają się puste. Adam.;1;2
417;Propozycja została zapamiętana i zgłoszona do rozpatrzenia do wersji systemu 2.0, Dziękujemy bardzo za propozycję. Pozdrawiam, Michał Kowalski.;1;1
418;Tak działa, bardzo dziękuje za szybką reakcję. Bardzo mi Pan pomógł. Pozdrawiam.;1;1
419;Dzień dobry! Tak, w tym momencie wygląda prawidłowo, potestuję jeszcze i dam znać. Dziekuję, Jakub Nowak.  ;1;2
420;Panie Michale, przypominam się w sprawie dostępu do danych kadrowych. Co w piątek nie udało się, musi się udać dzisiaj. Jan Kowalski.;0;1
421;Chyba to tylko kosmetyka w wydruku. Panowie, poprawcie to w wolnej chwili. Kasia.;0;0
422;Niestety cały czas jest to samo, nie działają mi te same moduły co wczoraj wieczorem. Żadnych zmian nie zaobserwowałem. Pozdrawiam, Marcin Kowalski.;0;1
423;Przejrzałem kilka modułów, w każdym są użytkownicy. Może to chwilowy. Jakby wróciło to proszę podać kod działu. ;0;1
424;Nie ma już potrzeby instalować programu na innym komputerze. Udało mi się rozwiązać problem przez przywrócenie starszej kompilacji systemu co przywróciło starą strukturę wpisów w rejestrze. Pozdrawiam, JK.;1;2
425;Widok ulega odświeżeniu więc to normalne. Można pomyśleć o tym aby zapamiętywał. Jakub.;0;0
426;Panie Michale, wkrótce powinien Pan otrzymać link aktywacyjny na skrzynkę służbową. Krzysztof.;0;1
427;Uprawnienia nadałem. Proszę pamiętać o tym, że uprawnienia dotyczą całej firmy a nie tylko Pani działu. Proszę przypomnieć o tym Pani Ani. ;0;1
428;Według mnie już nie ma powtórzeń nazwisk. Problem z podpisanymi a nieistniejącymi protokołami przekazałem do programistów. Według mnie ma to związek z używaniem programu XXXX. Z wyrazami szacunku, Jacek Kowalski.;1;2
429;Ze zgłoszenia i zrzutów ekranu wynika, że chyba najpierw Wy musicie pomóc a dopiero później nasza kolej. Karolina.;0;1
430;Tak, jednak otrzymałem informację, że smsy zostaną aktywowane w poniedziałek. Pozdrawiam, Jan Nowak.;0;1
431; W związku z wyjaśnieniem udzielonym przez administratora sieci, zamykam zgłoszenie. Z poważaniem, Agnieszka Nowak.;1;2
432;Ale rozumiem, że wersje elektroniczne zostały wysłane do Dyrektora? Jeśli nie to trzeba je wysłać jak najszybciej to możliwe. Pozdrawiam, Aleksnadra Kowalska.;0;0
433;Dziękuję za szybką odpowiedź, niestety ta lista dotyczy warsztatów z zeszłego roku. Można prosić o korektę? Pozdrawiam, Anna Nowak.;0;1
434;Proszę sprawdzić. Logując się za Panią wszystko widzę. Na pewno ma Pani stabilne połączenie sieciowe? Pozdrawiam, AB.;0;0
435;Wg mojej wiedzy nie jest Pani upoważniona do wprowadzania sprawozdań rocznych. Trzeba to zrobić w innym systemie. Proszę zgłosić się do dyrekcji w tej sprawie. Pozdrawiam, Jan Kowalski.;1;1
436;Dzień dobry. Odpowiedzi Państwa są jak zwykle jest wyczerpujące i zrozumiałe. Jestem bardzo wdzięczny. Pozdrawiam, Mateusz Kowalski.;0;0
437;Michał, czy to Twój użytkownik? Chodzi o domenę xxx? Do jakiego zasobu ma być przyznany dostęp? Pozdrawiam, Ania.;0;1
438;Superadmin - zrzuty ekranu, niestety w jednym przypadku nadal problem. Panowie, do dzieła. Andrzej.;0;0
439;Panowie czy jesteście w stanie Panu pomóc?? Od 3 dni nie ma reakcji z waszej strony!;0;0
440;Szanowna Pani Anno, Pracujemy nad aktualizacją oprogramowania odczytu tablic rejestracyjnych przez Kamery. Pozdrawiam, Grzegorz Kowalski.;1;2
441;Chyba 2 lata już korzystam z tych kart, te drugie są krócej, ale nie pamiętam ich i nie wiem czy jest ten sam problem. Pozdrawiam, Agnieszka Nowak.;0;0
442;Dzień dobry. Ja przy zakładaniu sprawy najeżdżam na ikonkę i właśnie wtedy nie rozwija się lista. Proszę o pomoc. Pozdrawiam, Katarzyna K.;0;1
443;Nie widzę błędu w przypadku Pana Andrzeja. Ma on w obu zakładkach te same dane: powierzono 12 zrealizowano 9. Brakuje 3 projektów. Pozdrawiam, Stefan.;0;1
444;Dzień dobry, uprawnienia do aplikacji XXXXX zostały nadane. Po wylogowaniu się z portalu i ponownym zalogowaniu do niego link do aplikacji XXXXX powinien już być widoczny. Z wyrazami szacunku, Jan Kowalski.;1;2
445;Szanowna Pani, zgłoszenie zostało zarejestrowane na podstawie poprzedniej wiadomości. Dane do logowania do testowej wersji systemu zostały już do Pani przesłane. Z poważaniem, zespół wdrożeniowy XXX.;1;2
446;Damian pytamy Ciebie ponieważ na Worku widniejesz jako osoba która najwięcej wie na ten temat. Karolina.;0;0
447;Tego typu zmiany może wprowadzić właściwy dla tego przypadku organ firmy. Proszę skontaktować się z dyrekcją. Pozdrawiam, Anna Nowak.;0;1
448;Proszę o więcej szczegółów. Niestety nie potrafię rozszyfrować nr 64903. Nie wiem co oznacza. Z poważaniem, Andrzej Kowalski.;0;1
449;Proszę kliknąć na test, potem wybrać podejścia i można zobaczyć przegląd podejścia do testu każdego użytkownika. Dla ułatwienia przesyłam zrzuty ekranu. Pozdrawiam JK.;1;2
450;Dzień dobry, bardzo dziękuję za pomoc. Po przeniesieniu wszystkich plików do nowo założonego folderu, z sukcesem, udostępniłam folder podległym Pracownikom. Dziękuje i życzę nam wszystkim miłej pracy. BB.;0;0
451;Dzień dobry, czy podana przez kolegę porada okazała się skuteczna? Prosimy o informację zwrotną. Pozdrawiam AA.;0;1
452;Konradzie, jak sprawa? Jeśli problemy nadal trwają, to czy dotyczą tylko tego jednego certyfikatu, czy raczej nie jesteśmy w stanie utworzyć żadnego?  Marcin;0;0
453;Pytania może Pan zmienić w teście. Proszę kliknąć na test, a następnie w bliku Administracja testem wybrać opcję: edytuj zawartość testu (zrzut ekranu). Jeśli nie zostało zarejestrowane choć jedno podejście można edytować zawartość testu. ;1;2
454;Adamie! W systemie nie widać komentarzy pani Eli. Pojawiają się dymki, ale nie ma tekstu. Masz pomysł co to może być? Brak jakichś uprawnień? Na forum komentarz został wysłany prawidłowy. Pozdrawiam JK.;1;2
455;Dzień dobry, odpowiedzi na wszystkie pytania udzielono podczas dzisiejszych konsultacji. Pozdrawiam BB.;1;2
456;Dzień dobry, odpowiedzi na wszystkie pytania udzielono podczas dzisiejszych konsultacji. Pozdrawiam AA.;1;2
457;Dzień dobry, przepraszamy za zwłokę w odpowiedzi. Administrator pracuje nad rozwiązaniem problemu. Jak tylko się z nim upora niezwłocznie o tym fakcie poinformujemy. Pozdrawiam JK.;1;2
458;Potwierdzam jutrzejsze spotkanie o 10:00 na Teams, w celu omówienia możliwości głosowania tajnego. Pozdrawiam AA.;0;1
459;Dzień dobry, niestety nie - wpisywałam zarówno z domeną, jak i bez, wielokrotnie, upewniając się przy tym, że hasło wpisałam prawidłowo. Pozdrawiam serdecznie;1;2
460;Powyższa analiza to niestety jeszcze nie jest znaleziona odpowiedź. Poszukiwania ciągle w toku. Z uszanowaniem, JK.;1;2
461;Dziękuję, muszę to wszystko przeanalizować. Proszę tylko o przypomnienie (link) do szkolenia, o którym Pan wspomniał. Pozdrawiam BB.;1;2
462;Sprawdziłem - nie zauważyłęm problemu. Proszę sprawdzić jeszcze raz.;0;1
463;Problem został rozwiązany tydzień temu, Bez problemu wprowadziłam autorów. Dziękuję AA.;0;1
464;Udało mi się odszukać test. Pomylił Pan pole hasła z adresem sieci. Hasło powinno być wpisane linie wyżej. Przesyłam zrzut. Proszę poprawić i powinno działać.;1;1
465;Proszę zespół programistów o zajęcie się problemem. Nie wiem czy Pan ma złożone jakieś oświadczenie o dostępie do tej aplikacji.;1;2
466;Nic więcej raczej nie napiszę. System powstawał w latach windowsa XP i nie obsługuje Unicode. Jak użytkownik nie może przełączyć języka dla aplikacji nieunicode na polski to nic nie poradzimy.;0;0
467;Dzień dobry. Tak, bardzo proszę o pomoc przez teamsa. Czy może być jutro, w środę, o 11,15?;0;1
468;Damina, w zgłoszeniu masz numer telefonu do Pani. Spróbuj się z nią skontaktować. Może szybciej załatwisz sprawę telefonicznie? AA.;0;0
469;Panie Wiktorze, bardzo dziękuję za pouczającą rozmowę. Wszystko zostało wyjaśnione. Dziękuję za poświęcony czas. Pozdrawiam serdecznie BB.;1;2
470;Dzień dobry, proszę skontaktować się z odpowiednim działem. Operatorzy działu mają możliwość wycofania procesu z poziomu programu. ;1;2
471;Bardzo dziękuję za pomoc i zaangażowanie. Temat jest zamknięty. Jan Kowalski.;1;1
472;Dzień dobry, proszę o ponowne złożenie formularza  z przedłużonym terminem ważności konta i oczywiście proszę o podanie numeru telefonu. Hasło prześlemy na ten numer.;1;2
473;Piotrze, wyjaśnij z p. Nowakiem sprawę bezpośrednio, tak jak prosimy. Ze strony biura to będzie tylko głuchy telefon.;0;1
474;Czy informacje, które podałem na samym początku były Panu przekazane?;0;1
475;Andrzej, czy mogę poprosić Cię o oficjalny komentarz w tej sprawie? Jako decyzję.;0;1
476;Nie wiem, czy to dobra forma odpowiedzi, ale chciałem tylko Pani serdecznie podziekować za pomoc.;0;0
477;Pan ma 1 publikację z 2020 r. Nie upoważnił do jej wykazania ani nie potwierdził ze niczego nie brakuje.;0;1
478;Rozmawiałem telefonicznie z Nowakiem. Ponoć sprawy są w toku, rozwiązanie częściowo ustalone, choć nie wszystko zostało jeszcze dopięte na ostatni guzik. Piotrze, p. Nowak czeka na telefon od Ciebie.;0;1
479;Piotr, ale w końcu dzwoniłeś do p. Nowaka? Jak napisałem, rozmawiałem z nim telefonicznie w piątek i to co byłem w stanie ustaliłem, ale nie wiem, czy to wszystko. Tu już była potrzeba Twoja pomoc.;0;0
480;Czy sprawa jest zakończona? Tak bym podejrzewał, patrząc na ostatni wpis.Ale może jednak nie? Wtedy prosiłbym o wpisanie jawnego komentarza.;1;2
481;Marcin, wskaż proszę kto aktualnie zajmuje się certyfikatami. Pytanie kieruję do Ciebie z racji tego, że przejąłeś zadania po Pawle. AA. ;0;0
482;Dziękuję za zgłoszenie, mam nadzieję, że wszystko jest w porządku. Zamykam sprawę. Marcin;0;1
483;Dzień dobry, wiadomo nam o wcześniejszej awarii dzisiaj, ale podobno została już usunięta. Proszę o potwierdzenie Marcin.;0;1
484;Po przesłaniu do systemu i ponownym otworzeniu godziny się pokazały. Więc chyba problem należy uznać za załatwiony;0;1
485;Dzień dobry, problem został przed chwilą rozwiązany - prośba o ponowne sprawdzenie logowania. Pozdrawiam JK.;0;1
486;Sprawę należy równolegle procedować u admina domeny dokt który to zakładał konta w usłudze google.;0;0
487;Dziękuję bardzo za wiadomość. Oczywiście chętnie zainstaluję MS Outlook, ale skąd mogę go pobrać? Pozdrawiam serdecznie BB.;0;0
488;Dziękuję za przesłanie linków. Pozwoli to mam nadzieję na diagnozę sytuacji. Pozdrawiam, JK.;0;0
489;Najszybciej i najbezpieczniej będzie jak poda Pan nr telefonu komórkowego zainteresowanej osoby. Prześlemy smsem. Pozdrawiam JK.;1;2
490;Proszę o podanie numeru osobistego telefonu komórkowego, na który będziemy mogli przesłać SMS-em hasło do konta email.;0;1
491;Pytanie to należy skierować do osoby, która podejmuje decyzje w tym zakresie. My zrealizujemy tak jakie dostaniemy dyspozycje.;0;0
492;Łukaszu, możesz wpisać Panu odpowiedź jawnym tekstem. Gdyby chodziło o jakąś inną kwestię, to pewnie się tego dowiemy po ewentualnej reakcji. Marcin;0;1
493;Dziękuję za odpowiedź. W jaki sposób mogę zestawić połączenie VPN? Czy jest do tego dostępny jakiś przewodnik?;1;2
494;Niestety zaproponowane rozwiązania są czasochłonne z uwagi na procesy synchronizacji . Proponuję żebyście zrobili zrzut do tgz tej skrzynki. I to przekażemy użytkownikowi. JK.;1;2
495;Dzień dobry, czy wskazane przez kolegę rozwiązanie jest wystarczające, a może potrzebuje Pani dodatkowych wskazówek? Oczywiście służymy wsparciem. Proszę o informację zwrotną. Pozdrawiam BB.;0;1
496;Dzień dobry, czy mimo wskazanej instrukcji potrzebuje Pani od nas jeszcze jakiego wsparcia w temacie? Proszę o informację zwrotną. Pozdrawiam JK.;0;1
497;Piotr, jeśli możesz, pomóż. My się po prostu nie wyrobimy – non stop wspieramy migrację poczty.;0;1
498;Dzień dobry dziekuję za pomoc. Utworzylam dwa foldery na nowej poczcie pusty i na starej z wszystkimi mailami. Jednak ze względu na prace w mac’u mam problem z przeniesień foldera ze starej poczty do nowej.;1;1
499;W chwili obecnej trwają prace modernizacyjne nad tym modułem. Ich zakończenie planowane jest na przyszły tydzień.;0;2
500;Panowie nie znalazłam w naszej ani w waszej bazie wiedzy informacji kto nadaje uprawnienia supernadmina. Pozdrawiam, Magda.;0;1
501;Ponowna rejestracja pakietu pomogła, kalendarze są widoczne w aplikacji. Dziękuję za pomoc i pozdrawiam. Stefan Kowalski.;1;1
502;W przypadku posiadanego przez nas programu XXXX środowisko jest wykorzystywane jako serwer wymiany plików, baza danych m.in. do weryfikacji licencji na komputerach na stanowiskach pracy. Z wyrazami szacunku, Adam Nowak.;1;1
503;Jakich danych brakuje? Proszę o id projektu w którym jest wpisany wspomniany użytkownik. Pozdrawiam, Stefan.;0;1
504;Mieliśmy podobne zgłoszenia, pomógł restart komputera. Michale, czy restartowałeś maszynę? Jakub.;0;0
505;W bazie kadrowej nie ma zarejestrowanej nowej umowy. Nadal czekamy. Pozdrawiam, KK.;0;2
506;Dzień dobry. Przesłałem mail z prośbą o instalację. Proszę o informację czy po zainstalowaniu i restarcie komputera problemy ustąpiły. Pozdrawiam, Kamil Kowalski.;1;1
507;Usunąłem klucz produktu. Odinstalowałem pakiet. Zrestartowałem system. Pobrałem instalator ze strony xxx.xxx. Zainstalowałem. Sprawdziłem licencję. Problem pozostał... Dramat!;0;1
508;Proponuję przesunąć tę całą operację jeszcze o dwa tygodnie. Może wtedy jakoś uda się to opanować.. przynajmniej skopiuję tekstowe najważniejsze maile.;1;2
509;Jak facet podał telefon to może warto zadzwonić i spytać co dalej bo nic poza chęcią zmiany nie mamy. ;0;0
510;Nie wiem dlaczego mi ta sprawa uciekła. Oczywiście podoba mi się rozwiązanie polegające na aliasie pocztowym, bo jak się domyslacie nie hostujemy serwerów pocztowych jednostek, gdyż jest to niezgodne z polityką pocztową uczelni.;0;1
511;Mam nadzieję, że migracja przebiegła bez większych kłopotów. Dziękuję za zgłoszenie. Marcin;0;1
512;Panowie, czy brakuje Wam jakiś danych o które możemy zapytać użytkownika? BB. ;0;1
513;Tak, w zakresie informacyjnym jak najbardziej tak. Proszę zamknąć zgłoszenie.;0;0
514;Bardzo serdecznie dziękuję. Na pewno się przypomnę za te około 2 tygodnie.Pozdrawiam AA.;1;1
515;Zbyszku, czy jeszcze jakoś możemy Ci pomóc w tej sprawie? Jeżeli nie zamknę zgłoszenie. BB. ;0;0
516;Dzień dobry, za około 2 tygodnie, będzie szansa na otrzymanie archiwum w postaci pliku tgz. Jeżeli jest Pan zainteresowany to proszę się za te 2 tygodnie przypomnieć. Pozdrawiam BB.;0;1
517;Darku, dziękuję za rozmowę telefoniczną. Jak wiesz, ustalenia technikaliów są w trakcie, wkrótce w tym zgłoszeniu podamy więcej informacji.  Marcin;0;1
518;Krzysztof żeby trafiło to do użytkownika nie może być w komentarzu ukrytym. Odkryj go proszę. My nie mamy takiej możliwości.;0;0
519;Rozumiem, postaramy się w takim razie ustalić coś więcej w kwestii wymienionych osób i dam znać.pozdrawiam. JK.;0;1
520;A nie możecie sami przekopiować? Info było do Was a nie do użytkownika.;0;0
521;Panowie, byłam pewna że zmiany osobowe wprowadza do systemu Dział Osobowy. Skąd to nieporozumienie? Czy Wy coś wiecie kto wprowadza tego typu poprawki? JK. ;0;0
522;Dziękuję. Poproszę jeszcze o listę adresów e-mail wszystkich mających prawo do głosowania. Roześlemy do nich link do głosowania Adresy recenzentów pracujących zdalnie już mam, potrzebne pozostałe osoby.;1;2
523;Interesują mnie zwłaszcza zapisy dotyczące prywatności i dostępu do treści. Pamiętam, że były gdzieś dostępne w zasobach firmy, ale nie mogę znaleźć polityki prywatności dla produktów.;0;2
524;Bardzo dziękuję i czekam na potwierdzenie stanu rzeczy, które będziemy mogli przekazać zainteresowanemu. AA. ;0;0
525;Dzień dobry w nawiązaniu do wiadomości z 24 lipca informuję, iż w programie Office365 w dalszym ciągu figuruje moje poprzednie nazwisko. Pozdrawiam ;0;1
526;Dzień dobry, przekazujemy sprawę do analizy. Najwyraźniej coś poszło nie tak podczas automatycznej wymiany informacji między bazami danych.  Marcin;0;1
527;Dzień dobry, proszę o informację, czy przekazane informacje są wystarczające, czy może jeszcze możemy być pomocni w konfiguracji hostingu? Adam.;0;1
528;To że usługa jest wyłączona to my wiemy, pytanie brzmiało czy będziemy odzyskiwać dane, proponuję czytać komentarze z zrozumieniem.;0;0
